label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
2.0,0.349700927734375,0.644485354423523,0.0,0.4338480532169342,0.6227788329124451,-1.7662888175097706,0.5086965560913086,0.5360845327377319,-2.3484544068065785,0.5471258163452148,0.4456249475479126,-2.6924185934618943,0.5584656000137329,0.3805564045906067,-2.590781388781985,0.4561856687068939,0.391765683889389,-0.8461425268031809,0.4550239741802215,0.3399516940116882,-2.337183222155238,0.4475705623626709,0.4296652376651764,-2.8982062031129043,0.4485967457294464,0.4418014287948608,-3.0931557502482026,0.3983811140060425,0.3880382776260376,-0.4966763544753777,0.3991110920906067,0.3398122489452362,-1.9151977546038281,0.3994303345680237,0.4480940997600555,-1.8330013037091344,0.4037271440029144,0.4387808442115783,-1.4732631910407976,0.3455238938331604,0.3935843408107757,-0.48609212185270345,0.3447545170783996,0.3456913828849792,-1.9364029958008238,0.349936693906784,0.4420126676559448,-0.9860890507419872,0.3570083975791931,0.4377440810203552,-0.044016890274640445,0.2952120900154114,0.4020075500011444,-0.6465196282212627,0.292138010263443,0.3696164786815643,-1.3346518237133653,0.3014398217201233,0.4376663267612457,-0.5158801498092884,0.3074279427528381,0.4489167034626007,0.29549781380050144
6.0,0.34903550882603085,0.6272904580660591,0.0,0.3992669435040994,0.5994885838626853,-0.684445811420429,0.43187709329218466,0.5529262220869132,-1.2629492156054027,0.4402919188322825,0.5115465142370877,-1.8688466062879927,0.4388708333963599,0.48080711821424127,-2.3183225279664055,0.40533007166327323,0.4622169403125421,-0.8720076214094302,0.45356717799501445,0.5024498581398537,-2.5002901190286404,0.4439961466755366,0.5508340357126928,-3.509389008067523,0.427510203318691,0.5671777541114702,-4.075999618112666,0.3766944726903832,0.46429337130871295,-1.2513701693586325,0.4347333030144417,0.5107079653181407,-2.593810549023185,0.4251927891481506,0.5594849114018442,-2.827340351656046,0.40950496907238454,0.5706250114826125,-2.869959142056549,0.3500861192664837,0.48271975108752607,-1.8062829920128067,0.4041536287020424,0.5229074844312148,-3.241460681219822,0.39795366006770394,0.5658074751462139,-2.9693540462536046,0.38407956294103063,0.5727148169295153,-2.570296709013438,0.3264458374603178,0.5130495733817789,-2.4274144669682687,0.3710450840874111,0.5269988444914888,-3.3491305819896473,0.37398323755724455,0.5554019295607848,-3.0151529101033874,0.366789802980493,0.5636927452191269,-2.579010024599497
3.0,0.4208358824253082,0.6860591173171997,0.0,0.3673501312732696,0.6544438600540161,-0.9533514275319943,0.3240070044994354,0.5849002003669739,-1.6416432787286712,0.3299140334129333,0.5182600021362305,-2.3110977930952017,0.3728086650371551,0.4939509630203247,-3.0103724975373476,0.344005286693573,0.4602455496788025,-1.0587456347518627,0.3419462144374847,0.3714428246021271,-2.0307332493372923,0.3423390984535217,0.3150340616703033,-2.8547944522055873,0.3463112711906433,0.263893187046051,-3.5116204981299486,0.3773792684078216,0.4524100720882416,-1.4030107398929306,0.3752476572990417,0.347207248210907,-2.234223379046838,0.3766680657863617,0.2796651721000671,-2.8987291837963927,0.3795954287052154,0.2191259860992431,-3.4103936340575602,0.4103023409843445,0.4663916230201721,-1.899411082510074,0.4085477590560913,0.3661739230155945,-2.7048446016665566,0.408880740404129,0.3047214150428772,-3.236151732176795,0.409296452999115,0.2493426948785781,-3.6345879010782656,0.4435617625713348,0.4972793161869049,-2.5173526558934674,0.4407097995281219,0.4202081859111786,-3.22903464349347,0.4383448660373688,0.3688230812549591,-3.5582778164762288,0.4354646205902099,0.3225901126861572,-3.8224168515868686
1.0,0.7174896597862244,0.680486261844635,0.0,0.67352694272995,0.6564030051231384,-0.047024921597292775,0.6401252150535583,0.5991048812866211,-0.21440375184772179,0.6182534694671631,0.5628698468208313,-0.638283010184914,0.5975857973098755,0.5420258641242981,-0.8740297212335812,0.6593618392944336,0.5323071479797363,-0.08677403096783806,0.6509190201759338,0.4552314281463623,-1.5804882681959556,0.6285350322723389,0.4860822260379791,-2.1191781991721226,0.6280149221420288,0.5164533257484436,-2.204985153009224,0.6762604117393494,0.5351072549819946,-0.7898301413257571,0.6654198169708252,0.4520466327667236,-2.3759860997957776,0.6402509212493896,0.4989325404167175,-2.37850070468027,0.6444844007492065,0.5237901210784912,-1.9426441203888238,0.695253849029541,0.5438987612724304,-1.692330064165102,0.690366268157959,0.4640484750270843,-3.0060937745987264,0.6644402742385864,0.5065563321113586,-2.4736039063699655,0.6655738353729248,0.5353986024856567,-1.752137585961273,0.715247392654419,0.5596148371696472,-2.6420421393896034,0.7049765586853027,0.5046026110649109,-3.1813712835623473,0.6847432255744934,0.5313538312911987,-2.678707701394381,0.6878639459609985,0.5571703314781189,-2.1457919352420873
6.0,0.3179997101358628,0.5518512148067556,0.0,0.3765581716890953,0.5278043821336578,-1.78992505670092,0.4260945619742826,0.4703511407412352,-2.4695204560770563,0.42655304946715594,0.4039111856648414,-3.073720609071576,0.38632451004317453,0.3854802316531825,-3.6201030497356297,0.3690087532865113,0.3240669943119005,-0.39407310947969376,0.3732831091251524,0.2611475037206695,-1.3772825525938384,0.3710107972728349,0.24161882967796666,-2.3922773727988926,0.3714653114745612,0.25182466429901035,-2.9465693863873774,0.31970019556329216,0.31368118228225916,-0.1444695458874108,0.31087176649535686,0.23883618815840052,-0.8927061780281453,0.3121303163004882,0.22593131139618022,-1.796310154567559,0.3201782297268515,0.25189382361146206,-2.2971749439920113,0.27620547340175156,0.32787068825057986,-0.16058949903868397,0.2580604280950289,0.2578138852909625,-0.9826421272006979,0.25576218673607626,0.24763919736914108,-1.6583802680457647,0.26415408557860137,0.2762348062286175,-1.9435492456251986,0.2354727742434502,0.3632013263945708,-0.3598866601274211,0.21417352760892333,0.31198884378214453,-1.1164631446708433,0.21369634493425027,0.30082530011465963,-1.4486839628682304,0.22368225291563326,0.31921950959844037,-1.493131980851203
4.0,0.6232010552606455,0.6606224679273137,0.0,0.5405067319235756,0.5947469248531947,-0.6324105015412352,0.48323795613873727,0.47216455294066795,-0.7934938775572895,0.4691820151190553,0.37634374076414734,-1.219094768220302,0.4794827511648378,0.30262142774730544,-1.4135464613844035,0.5399253976409957,0.3862570417618625,0.7401863143170486,0.5118962700667621,0.330221714359096,-1.1963352617615906,0.5174617741655019,0.41287326793322254,-2.341419136832683,0.5271639370288097,0.4849838216831031,-2.738612779991931,0.5915989540244364,0.384752663579291,0.3086972283220771,0.5585163963971986,0.35823891560184934,-1.9396582460632388,0.565105866839115,0.45708779166156194,-2.601822874218416,0.5720313844809504,0.5291729572431572,-2.406493444171358,0.6418409937736653,0.39352203406104735,-0.4663272128982627,0.6047947038705684,0.3861320910099922,-2.607606756577328,0.6068825255220556,0.4850462100697491,-2.188432947982115,0.6092739584945549,0.5550236049076749,-1.2112257716481831,0.6902689329785504,0.41242660835670086,-1.3267003282439445,0.652449532838344,0.4037293242711573,-2.6498875817771435,0.6436704133888751,0.47756671835386255,-2.1267565904075916,0.6422855973559574,0.5300773749769631,-1.258612015414264
3.0,0.2981163263320923,0.6990532875061035,0.0,0.319833368062973,0.6576942801475525,-2.1513410383726685,0.3042581677436828,0.6035871505737305,-2.804557433116547,0.2694491446018219,0.5602200627326965,-3.1889661530534323,0.2427539378404617,0.5259854793548584,-3.4105470094138184,0.2862198054790497,0.512907087802887,-0.7737045264982807,0.2668061852455139,0.4468184113502502,-1.5056419905187042,0.2568554878234863,0.4080007672309875,-2.245999985246253,0.2488106340169906,0.3734124302864074,-2.8252766920023387,0.2589956223964691,0.5164484977722168,-0.2700698996667319,0.2415314018726349,0.4448395371437073,-0.8078078349473568,0.2340127825736999,0.4030442237854004,-1.4402691316071035,0.2291585355997085,0.3657303154468536,-1.9280850446752618,0.2393899857997894,0.5341029167175293,-0.09651948223610327,0.2226992547512054,0.4694860577583313,-0.7108379501513062,0.2170513719320297,0.4300779402256012,-1.2803589509740414,0.2136891633272171,0.3962056040763855,-1.6749574093466741,0.2247311025857925,0.5631818771362305,-0.16302382726181097,0.2086989730596542,0.514875590801239,-0.7610605533789121,0.2012187987565994,0.4855023324489593,-1.1421165373232882,0.1958527565002441,0.4582760334014892,-1.4076498181039594
4.0,0.32002558097539335,0.6466573397609419,0.0,0.40484433686298926,0.6327470784361562,-1.3756332237227136,0.48869043156732717,0.5480998826656192,-1.8774091982950356,0.5184038561335168,0.4523481442363366,-2.1917330614910506,0.5000689845638567,0.3823240373589205,-2.363467773794563,0.47655554086938456,0.39802665087218314,-1.2812530494276777,0.46036366407665097,0.4455019181797247,-2.9749933908601554,0.43286083139613163,0.5207247378051493,-3.9813227931142428,0.4193451219052683,0.5650584836908521,-4.345310149508859,0.42114018467630554,0.3669115001678397,-1.0059970568781051,0.40046269943384494,0.4443004339474365,-2.5916429249244595,0.3826721781858855,0.5283793676035008,-2.97881035524537,0.3788441452848291,0.581968004055928,-2.8757115013277437,0.3644204352925047,0.36249983126067004,-0.9574642676660409,0.34170165282320786,0.45054681526748164,-2.3612353362757617,0.3337896350824725,0.5318981221875106,-2.2400349433384483,0.3366351394588665,0.5803031362012848,-1.7738613736918518,0.30803628311464704,0.37471222186227304,-1.0522911292610744,0.2938333981042569,0.4416068473186601,-1.875309197138663,0.29414992243531257,0.5048107880096814,-1.8151471252741576,0.30367639212732334,0.5369000469552455,-1.4642888077095144
1.0,0.3481024801731109,0.6407827734947205,0.0,0.4256447851657867,0.6134514808654785,-1.4106406194574705,0.4802888333797455,0.5299175977706909,-1.8041974572982888,0.5114859342575073,0.4518375992774963,-2.31577921142565,0.4895935952663421,0.417649894952774,-2.6900976620520582,0.4131605625152588,0.3858141899108886,-0.1812507396601667,0.4012094140052795,0.2838971018791199,-2.0262284836549016,0.4088258147239685,0.2924528121948242,-3.500971614100624,0.4120569229125976,0.339398443698883,-4.071275997402607,0.3681242167949676,0.3838797807693481,-0.2872938053356951,0.3501113355159759,0.2640381455421448,-1.73970484437382,0.3626488149166107,0.2881544828414917,-2.606409088264275,0.3730802237987518,0.337797611951828,-2.7871967621627527,0.3272279500961303,0.395811378955841,-0.7300853471406998,0.3132047653198242,0.2953474819660187,-2.062616615151277,0.3251272141933441,0.3158381581306457,-2.322646707887885,0.3330819606781006,0.36153244972229,-2.0611137091556726,0.2861869633197784,0.4189996421337127,-1.3715299826786072,0.2847935855388641,0.3389772176742553,-2.2885711291411237,0.2976347804069519,0.3408057391643524,-2.3052625421853628,0.3078430891036987,0.3682611584663391,-2.004796084182316
5.0,0.2907872796058655,0.5813010334968567,0.0,0.3577781617641449,0.5613144636154175,-0.5454274932054523,0.424051821231842,0.520585834980011,-1.1310562088466232,0.4788964986801147,0.5132114887237549,-1.7548534407855343,0.5325008630752563,0.5233476758003235,-2.432655703113526,0.4003025889396667,0.378488540649414,-0.8918524083934206,0.4584605097770691,0.3365528881549835,-1.8679204569691483,0.5001809000968933,0.3133131265640259,-2.6361941564003066,0.5381239652633667,0.2991926670074463,-3.1474117243896913,0.363612413406372,0.3638831675052643,-1.2204744200164703,0.4227528274059295,0.3075515627861023,-2.105315505738652,0.471775472164154,0.2809503078460693,-2.730386386125989,0.5153661370277405,0.2656263709068298,-3.140396274919694,0.3260895013809204,0.3756045997142792,-1.6354664200642746,0.3774127662181854,0.3302167356014251,-2.6098689158817217,0.4218167066574096,0.311137855052948,-3.175020996360359,0.4628458619117737,0.2979452013969421,-3.500278968877124,0.2934256792068481,0.4118553698062897,-2.0891677719283623,0.3452488481998443,0.4034184217453003,-2.990476301448398,0.3851070404052734,0.4032514691352844,-3.3703281071865487,0.4229722619056701,0.4010907709598541,-3.561798049224249
